"AnnualRefresh","Area","CompanyAltName","CompanyName","Degree","EquitySchedule","Experience","ExperienceLevel","GreenCard","JobFunction","JobType","Level","OtherOffer","PositionType","PostTime","PostTitle","PostUser","PromotionPkg","RelocationFee","Satisfaction","Season","Source","SpiderTime","URL","Year","_type"
"-","BayArea","-","Google","硕士","25/25/25/25","<3个月短暂实习/全职","fresh grad应届毕业生","-","码农类General","全职","3","还没Compete","IC (Individual Contributor 技术岗，不管人)","2018-10-5 23:37:28","Google New Grad MTV标准包 顺便求Negotiate指导！","henryly94","-","10500","应该要去","7-9月","Other","1.538876857409E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=447561&extra=page%3D1%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","BayArea","-","Yelp","硕士","4","1-3年","在职跳槽","入职6个月绿卡","码农类General","全职","-","无","IC (Individual Contributor 技术岗，不管人)","2018-10-5 06:39:00","抖包袱求大米","lsy1991121","-","10000","去","1-3月","猎头","1.538876857449E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=447396&extra=page%3D1%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","Greater Seattle Area","-","Microsoft","硕士","1/4,1/4,1/4,1/4","11-15年","在职跳槽","-","码农类General","全职","-","-","IC (Individual Contributor 技术岗，不管人)","2018-10-6 00:57:02","MS包裹，请教已入职的兄弟姐妹","iambright","-","2.7","-","7-9月","猎头","1.538876858591E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=445967&extra=page%3D1%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","BayArea","-","Facebook","硕士","这是啥。。。还没搞清楚","<3个月短暂实习/全职","fresh grad应届毕业生","-","码农类General","全职","-","没有。。","IC (Individual Contributor 技术岗，不管人)","2018-10-1 00:27:39","脸熟newgrad标准包","Big_Biang","-","-","去吧","7-9月","内推","1.538876858785E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=442504&extra=page%3D1%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","BayArea","-","VMWare","硕士","4年","5-10年","在职跳槽","-","分析|数据科学类","全职","-","-","IC (Individual Contributor 技术岗，不管人)","2018-10-6 04:20:07","VMWare Senior DS","ruxiz","-","-","打算去","7-9月","网上海投","1.538876860126E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=447610&extra=page%3D1%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","Greater Seattle Area","-","Facebook","硕士","4 y","3-5年","其他","-","码农类General","全职","-","有狗家，但脸家不给加钱了","IC (Individual Contributor 技术岗，不管人)","2018-10-3 01:09:28","脸书 西雅图 E4新鲜包裹","倒序浏览","-","-","不去","7-9月","内推","1.538876860215E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=443987&extra=page%3D1%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","Greater Seattle Area","-","Amazon","硕士","5, 15, 20","3-5年","在职跳槽","-","码农类General","全职","-","有别的offer","IC (Individual Contributor 技术岗，不管人)","2018-10-6 23:37:08","亚麻，怎么和猎头谈","newrandomname","-","-","-","7-9月","猎头","1.538876863137E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=447772&extra=page%3D1%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","美国其他地区","ADP","-","硕士","无","<3个月短暂实习/全职","fresh grad应届毕业生","-","码农类General","全职","-","-","IC (Individual Contributor 技术岗，不管人)","2018-10-6 04:23:28","ADP new jersey GHC包","donghui_winnie","-","无","没想好","7-9月","Other","1.538876863866E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=447611&extra=page%3D1%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","BayArea","Oath","Yahoo","硕士","1/3","fresh grad 无实习/全职","fresh grad应届毕业生","应该可以搞定","MachineLearningEng","全职","-","Amazon","IC (Individual Contributor 技术岗，不管人)","2018-10-6 05:28:58","Oath Research Engineer 包","gilyao","-","20k","刚签","7-9月","内推","1.538876864057E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=436454&extra=page%3D1%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","美国其他地区","Hyland","-","硕士","-","<3个月短暂实习/全职","fresh grad应届毕业生","yes","FrontEndEng","全职","-","Walmart","IC (Individual Contributor 技术岗，不管人)","2018-10-3 03:52:41","Hyland 诚意包","小菜","-","5k","不知道","7-9月","网上海投","1.538876864758E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=446856&extra=page%3D1%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","BayArea","-","Facebook","本科","4 yrs","3-5年","在职跳槽","-","码农类General","全职","-","-","Manager","2018-10-6 12:03:21","重开一贴 FB M1","dalef","-","-","-","7-9月","猎头","1.538876866128E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=447698&extra=page%3D1%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","Greater Seattle Area","-","Microsoft","硕士","25%+25%+25%+25%","fresh grad 无实习/全职","fresh grad应届毕业生","-","码农类General","全职","60","股票和base都比amazon return要高。不过amazon的sign on是两年的：34K+20K","IC (Individual Contributor 技术岗，不管人)","2018-10-6 08:18:38","MS New Grad Package","学渣找工作","-","5500","-","7-9月","校园招聘会","1.538876866318E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=447658&extra=page%3D1%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2019","TrailItem"
"-","BayArea","-","Google","硕士","4","11-15年","在职跳槽","-","码农类General","全职","5","-","IC (Individual Contributor 技术岗，不管人)","null","经过好几轮negotiate，终于拿了这个狗家大包。还比较满意，去了","benzbenz","-","-","yes","4-6月","内推","1.53887686642E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=432240&extra=page%3D1%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","BayArea","-","Amazon","硕士","5/15/40/40","3-5年","其他","-","码农类General","全职","-","-","IC (Individual Contributor 技术岗，不管人)","2018-10-1 22:33:01","亚麻lab126 SDEII湾区包袱求称重！","docora","-","10K或者让他帮忙搬家","基本会去","7-9月","猎头","1.53887686661E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=445123&extra=page%3D1%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","BayArea","-","Linkedin","硕士","25% 25% 25% 25%","1-3年","在职跳槽","Day 1","FrontEndEng","全职","-","Elementum, 其他小公司，还有现在公司的counter-offer","IC (Individual Contributor 技术岗，不管人)","2018-9-30 14:36:07","Linkedin 前端包 一年工作经验","EthanLoatr","-","-","去","7-9月","内推","1.538876867811E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=445926&extra=page%3D1%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","Greater New York Area","-","Amazon","博士","5%/15%/20%.....","<3个月短暂实习/全职","fresh grad应届毕业生","-","码农类General","全职","4","matched","IC (Individual Contributor 技术岗，不管人)","null","A家西雅图SDE I","srs90324","-","lum sum or 10K","very likely","7-9月","网上海投","1.538876867854E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=446051&extra=page%3D3%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","Greater New York Area","-","Bloomberg","硕士","-","11-15年","在职跳槽","-","码农类General","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","请大家看看我现在这份待遇是算什么","bighead1223","-","-","-","1-3月","Other","1.538876868835E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=436479&extra=page%3D3%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","BayArea","-","Facebook","博士","-","3-5年","其他","-","DataEng","合同工","3","-","IC (Individual Contributor 技术岗，不管人)","2018-10-6 09:04:36","脸家 data engineer合同工职位","nkmaple","-","-","-","7-9月","猎头","1.538876870601E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=447662&extra=page%3D1%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","Greater Seattle Area","-","Palantir","硕士","5 years","<3个月短暂实习/全职","fresh grad应届毕业生","-","码农类General","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","Palantir Seattle","qwt185","-","-","-","10-12月","网上海投","1.5388768715E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=442954&extra=page%3D3%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","DC","-","-","硕士","none","<3个月短暂实习/全职","fresh grad应届毕业生","-","码农类General","全职","-","-","Other","null","MicroStrategy的New Grad包","shawnchangsdu","-","5k","-","7-9月","校园招聘会","1.538876871553E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=446126&extra=page%3D3%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","Everywhere else","-","Facebook","硕士","25% 25% 25% 25%","11-15年","在职跳槽","-","码农类General","全职","5","-","IC (Individual Contributor 技术岗，不管人)","null","FB General Engineer [E5] 据点","fenghao","-","25,000","-","7-9月","网上海投","1.538876872743E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=445823&extra=page%3D3%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","BayArea","-","Facebook","博士","na","3-5年","在职跳槽","-","码农类General","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","FB 新鲜E4包裹求助","canoee","-","-","-","7-9月","内推","1.53887687403E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=439310&extra=page%3D3%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","Greater Seattle Area","-","Facebook","硕士","\","<3个月短暂实习/全职","fresh grad应届毕业生","-","码农类General","全职","3","有，但不如FB的包裹","IC (Individual Contributor 技术岗，不管人)","null","脸家New Grad，非return包","guozw","-","-","应该会接","7-9月","内推","1.538876874155E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=445704&extra=page%3D3%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","BayArea","-","Google","博士","Monthly","<3个月短暂实习/全职","fresh grad应届毕业生","-","码农类General","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","谷歌儿的一个不错的包","163","-","-","offer已接","4-6月","内推","1.538876876708E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=423508&extra=page%3D3%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"N/A","BayArea","-","Google","硕士","[hide=150]25 25 25 25[/hide]","<3个月短暂实习/全职","fresh grad应届毕业生","N/A","码农类General","全职","-","N/A","IC (Individual Contributor 技术岗，不管人)","2018-9-30 03:20:50","发一个Google标准包！","simonfb71806291","N/A","公司安排relocation","N/A","4-6月","内推","1.538876877915E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=444049&extra=page%3D3%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2020","TrailItem"
"-","Greater Seattle Area","-","Airbnb","硕士","25 25 25 25","1-3年","在职跳槽","-","码农类General","全职","4","Google","IC (Individual Contributor 技术岗，不管人)","2018-9-30 00:51:31","Airbnb T4 包","siren01","-","-","-","7-9月","内推","1.538876879126E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=443762&extra=page%3D3%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"6-80k","BayArea","tableau","-","硕士","4 years","1-3年","在职跳槽","和大公司一样","码农类General","全职","-","uber","IC (Individual Contributor 技术岗，不管人)","null","tableau 不错包包","shiloh00","-","-","面完GL看看吧","7-9月","内推","1.538876879971E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=445172&extra=page%3D3%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","Greater New York Area","-","GoldmanSachs","硕士","35%/35%/30%","1-3年","在职跳槽","-","码农类General","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","高盛 Goldman Sachs Tech Analyst","ausjtgn","-","10000","-","1-3月","猎头","1.538876880019E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=325319&extra=page%3D3%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","Greater Seattle Area","-","Microsoft","硕士","3.5y","<3个月短暂实习/全职","fresh grad应届毕业生","-","码农类General","全职","-","-","IC (Individual Contributor 技术岗，不管人)","2018-9-30 04:35:38","巨硬New Grad","inkfish","-","5k?没听清楚","-","7-9月","内推","1.538876880151E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=445562&extra=page%3D3%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","BayArea","-","Google","硕士","25% 25% 25% 25%","1-3年","在职跳槽","-","码农类General","全职","3","暂无，在面amazon","IC (Individual Contributor 技术岗，不管人)","2018-9-30 05:20:30","Google MTV 3级包","wztown","-","-","-","4-6月","猎头","1.538876880647E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=433074&extra=page%3D3%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","BayArea","SoundHound","-","硕士","25% + 1/48 per month","fresh grad 无实习/全职","fresh grad应届毕业生","-","码农类General","全职","-","-","IC (Individual Contributor 技术岗，不管人)","2018-9-30 06:49:11","SoundHound上岸包","路人甲子","-","-","签了","4-6月","网上海投","1.538876880715E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=423893&extra=page%3D3%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","BayArea","-","Google","本科","不知道诶","3-5年","在职跳槽","好像入职就办","码农类General","全职","3","无","IC (Individual Contributor 技术岗，不管人)","null","狗-目前唯一的选择","random_zero","-","有吧","唯一的选择","4-6月","内推","1.538876882177E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=430025&extra=page%3D3%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","BayArea","-","Twitter","硕士","25 25 25 25","<3个月短暂实习/全职","fresh grad应届毕业生","-","码农类General","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","Twitter SDE I (Return/New Grad)","倒序浏览","-","5000","打算去","7-9月","实习ReturnOffer","1.538876882962E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=445873&extra=page%3D3%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"start from 2020 Jan","Greater Seattle Area","-","Google","硕士","25 25 25 25","1-3年","在职跳槽","-","码农类General","全职","3","Oracle, Microsoft","IC (Individual Contributor 技术岗，不管人)","null","Google Seattle","707213056","-","忘了问","应该","7-9月","猎头","1.5388768839E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=442261&extra=page%3D3%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
