"Data","DataType","PostID","_type"
"<h3 class=""flb""><em>提示信息</em><span><a href=""javascript:;"" class=""flbc"" onclick=""hideWindow('');"" title=""关闭"">关闭</a></span></h3>
<div class=""c altw"">
<div class=""alert_error"">抱歉，本帖要求阅读权限高于 255 才能浏览<script type=""text/javascript"" reload=""1"">if(typeof errorhandle_=='function') {errorhandle_('抱歉，本帖要求阅读权限高于 255 才能浏览', {'readperm':'255'});}</script></div>
</div>
<p class=""o pns"">
<button type=""button"" class=""pn pnc"" id=""closebtn"" onclick=""hideWindow('');""><strong>确定</strong></button>
<script type=""text/javascript"" reload=""1"">if($('closebtn')) {$('closebtn').focus();}</script>
</p>
","Equity","166639","AjaxItem"
"<h3 class=""flb""><em>提示信息</em><span><a href=""javascript:;"" class=""flbc"" onclick=""hideWindow('');"" title=""关闭"">关闭</a></span></h3>
<div class=""c altw"">
<div class=""alert_error"">抱歉，本帖要求阅读权限高于 255 才能浏览<script type=""text/javascript"" reload=""1"">if(typeof errorhandle_=='function') {errorhandle_('抱歉，本帖要求阅读权限高于 255 才能浏览', {'readperm':'255'});}</script></div>
</div>
<p class=""o pns"">
<button type=""button"" class=""pn pnc"" id=""closebtn"" onclick=""hideWindow('');""><strong>确定</strong></button>
<script type=""text/javascript"" reload=""1"">if($('closebtn')) {$('closebtn').focus();}</script>
</p>
","BaseSalary","166639","AjaxItem"
"<h3 class=""flb""><em>提示信息</em><span><a href=""javascript:;"" class=""flbc"" onclick=""hideWindow('');"" title=""关闭"">关闭</a></span></h3>
<div class=""c altw"">
<div class=""alert_error"">抱歉，本帖要求阅读权限高于 255 才能浏览<script type=""text/javascript"" reload=""1"">if(typeof errorhandle_=='function') {errorhandle_('抱歉，本帖要求阅读权限高于 255 才能浏览', {'readperm':'255'});}</script></div>
</div>
<p class=""o pns"">
<button type=""button"" class=""pn pnc"" id=""closebtn"" onclick=""hideWindow('');""><strong>确定</strong></button>
<script type=""text/javascript"" reload=""1"">if($('closebtn')) {$('closebtn').focus();}</script>
</p>
","Title","166639","AjaxItem"
"１０～１５％","YearlyBonus","166661","AjaxItem"
"０","SignBonus","166661","AjaxItem"
"ｎｏ","Equity","166661","AjaxItem"
"１１５００","BaseSalary","166661","AjaxItem"
"ｅｎｔｒｙ","Title","166661","AjaxItem"
"没仔细看","YearlyBonus","166695","AjaxItem"
"25k","SignBonus","166695","AjaxItem"
"50k","Equity","166695","AjaxItem"
"107k","BaseSalary","166695","AjaxItem"
"SDE","Title","166695","AjaxItem"
"15%","YearlyBonus","166688","AjaxItem"
"20k","SignBonus","166688","AjaxItem"
"250 RSU/4 yrs","Equity","166688","AjaxItem"
"115k","BaseSalary","166688","AjaxItem"
"Software Engineer","Title","166688","AjaxItem"
"15%","YearlyBonus","166361","AjaxItem"
"20k","SignBonus","166361","AjaxItem"
"250","Equity","166361","AjaxItem"
"115k","BaseSalary","166361","AjaxItem"
"3","Title","166361","AjaxItem"
"Not mentioned","YearlyBonus","167775","AjaxItem"
"22k*2 in 2 yrs","SignBonus","167775","AjaxItem"
"53k/4 yrs (5%,15%,40%,40%)","Equity","167775","AjaxItem"
"100k","BaseSalary","167775","AjaxItem"
"New Grad","Title","167775","AjaxItem"
"15%","YearlyBonus","167165","AjaxItem"
"20k","SignBonus","167165","AjaxItem"
"250GSU/4yrs","Equity","167165","AjaxItem"
"115k","BaseSalary","167165","AjaxItem"
"entry-level SWE","Title","167165","AjaxItem"
"-","YearlyBonus","167794","AjaxItem"
"15,000","SignBonus","167794","AjaxItem"
"RSU 1300","Equity","167794","AjaxItem"
"120k","BaseSalary","167794","AjaxItem"
"new grad","Title","167794","AjaxItem"
"10%","YearlyBonus","167945","AjaxItem"
"0","SignBonus","167945","AjaxItem"
"5000","Equity","167945","AjaxItem"
"110000","BaseSalary","167945","AjaxItem"
"Entry level","Title","167945","AjaxItem"
"0","YearlyBonus","168119","AjaxItem"
"0","SignBonus","168119","AjaxItem"
"200","Equity","168119","AjaxItem"
"130000","BaseSalary","168119","AjaxItem"
"SDEII","Title","168119","AjaxItem"
"17500","YearlyBonus","168379","AjaxItem"
"na","SignBonus","168379","AjaxItem"
"na","Equity","168379","AjaxItem"
"117500","BaseSalary","168379","AjaxItem"
"new grad","Title","168379","AjaxItem"
"就当没有，offer里没写","YearlyBonus","166581","AjaxItem"
"62000 / 2 years","SignBonus","166581","AjaxItem"
"220 RSU / 4 years","Equity","166581","AjaxItem"
"145000","BaseSalary","166581","AjaxItem"
"SDE","Title","166581","AjaxItem"
"10%~20%?","YearlyBonus","166697","AjaxItem"
"25k","SignBonus","166697","AjaxItem"
"120k","Equity","166697","AjaxItem"
"110k","BaseSalary","166697","AjaxItem"
"SDE","Title","166697","AjaxItem"
".. 1-2%?","YearlyBonus","168462","AjaxItem"
"27+22","SignBonus","168462","AjaxItem"
"55k","Equity","168462","AjaxItem"
"95k","BaseSalary","168462","AjaxItem"
"level 4","Title","168462","AjaxItem"
"","YearlyBonus","165066","AjaxItem"
"","SignBonus","165066","AjaxItem"
"","Equity","165066","AjaxItem"
"","BaseSalary","165066","AjaxItem"
"","Title","165066","AjaxItem"
"-","YearlyBonus","167183","AjaxItem"
"-","SignBonus","167183","AjaxItem"
"-","BaseSalary","167183","AjaxItem"
"-","Equity","167183","AjaxItem"
"entry level","Title","167183","AjaxItem"
"10%","YearlyBonus","169717","AjaxItem"
"0","SignBonus","169717","AjaxItem"
"0","Equity","169717","AjaxItem"
"96000","BaseSalary","169717","AjaxItem"
"Research Scientist","Title","169717","AjaxItem"
"17500","YearlyBonus","169769","AjaxItem"
"-","SignBonus","169769","AjaxItem"
"117500","BaseSalary","169769","AjaxItem"
"-","Equity","169769","AjaxItem"
"entry level","Title","169769","AjaxItem"
"~4% depends","YearlyBonus","169695","AjaxItem"
"0","SignBonus","169695","AjaxItem"
"0","Equity","169695","AjaxItem"
"70-80","BaseSalary","169695","AjaxItem"
"入门工程师","Title","169695","AjaxItem"
"15%","YearlyBonus","169965","AjaxItem"
"20k","SignBonus","169965","AjaxItem"
"250GSU","Equity","169965","AjaxItem"
"115k","BaseSalary","169965","AjaxItem"
"Entry","Title","169965","AjaxItem"
"10%","YearlyBonus","169977","AjaxItem"
"3000","SignBonus","169977","AjaxItem"
"600 units","Equity","169977","AjaxItem"
"95000","BaseSalary","169977","AjaxItem"
"new grad","Title","169977","AjaxItem"
"5%","YearlyBonus","170348","AjaxItem"
"0","SignBonus","170348","AjaxItem"
"0","Equity","170348","AjaxItem"
"65000","BaseSalary","170348","AjaxItem"
"Software Developer","Title","170348","AjaxItem"
"","YearlyBonus","145771","AjaxItem"
"","SignBonus","145771","AjaxItem"
"","Equity","145771","AjaxItem"
"","BaseSalary","145771","AjaxItem"
"","Title","145771","AjaxItem"
"not sure","YearlyBonus","170517","AjaxItem"
"15000","SignBonus","170517","AjaxItem"
"1300 share","Equity","170517","AjaxItem"
"120000","BaseSalary","170517","AjaxItem"
"SDE 2","Title","170517","AjaxItem"
"no idea","YearlyBonus","170513","AjaxItem"
"None","SignBonus","170513","AjaxItem"
"options worth $550,000","Equity","170513","AjaxItem"
"170,000","BaseSalary","170513","AjaxItem"
"Software Engineer","Title","170513","AjaxItem"
"","YearlyBonus","105127","AjaxItem"
"","SignBonus","105127","AjaxItem"
"","Equity","105127","AjaxItem"
"","BaseSalary","105127","AjaxItem"
"","Title","105127","AjaxItem"
"10%","YearlyBonus","171363","AjaxItem"
"0","SignBonus","171363","AjaxItem"
"30k/4yr","Equity","171363","AjaxItem"
"115k","BaseSalary","171363","AjaxItem"
"new grad","Title","171363","AjaxItem"
"12%","YearlyBonus","167178","AjaxItem"
"25k","SignBonus","167178","AjaxItem"
"50k","Equity","167178","AjaxItem"
"113k","BaseSalary","167178","AjaxItem"
"entry level sde","Title","167178","AjaxItem"
"0-20%","YearlyBonus","167177","AjaxItem"
"25k","SignBonus","167177","AjaxItem"
"120k","Equity","167177","AjaxItem"
"106k","BaseSalary","167177","AjaxItem"
"lv59","Title","167177","AjaxItem"
"nothing","YearlyBonus","166126","AjaxItem"
"3w","SignBonus","166126","AjaxItem"
"10w (four year)","Equity","166126","AjaxItem"
"12.5w","BaseSalary","166126","AjaxItem"
"SDE","Title","166126","AjaxItem"
"10%","YearlyBonus","169744","AjaxItem"
"NO SIGN ON","SignBonus","169744","AjaxItem"
"NO EQUITY","Equity","169744","AjaxItem"
"117500","BaseSalary","169744","AjaxItem"
"New Graduate","Title","169744","AjaxItem"
"17500","YearlyBonus","172163","AjaxItem"
"N/A","SignBonus","172163","AjaxItem"
"N/A","Equity","172163","AjaxItem"
"117500","BaseSalary","172163","AjaxItem"
"Software Engineer","Title","172163","AjaxItem"
"N/A","YearlyBonus","170840","AjaxItem"
"15000 / 18 Months","SignBonus","170840","AjaxItem"
"1300RSU / 25% 4 years","Equity","170840","AjaxItem"
"118000","BaseSalary","170840","AjaxItem"
"Software Developer 2","Title","170840","AjaxItem"
"Unknown","YearlyBonus","170767","AjaxItem"
"0","SignBonus","170767","AjaxItem"
"3000 share","Equity","170767","AjaxItem"
"95000","BaseSalary","170767","AjaxItem"
"Entry Level","Title","170767","AjaxItem"
"7200","YearlyBonus","170284","AjaxItem"
"4000","SignBonus","170284","AjaxItem"
"600 units - $25200","Equity","170284","AjaxItem"
"90000","BaseSalary","170284","AjaxItem"
"entry level","Title","170284","AjaxItem"
"11500","YearlyBonus","169927","AjaxItem"
"20000","SignBonus","169927","AjaxItem"
"60000","Equity","169927","AjaxItem"
"115000","BaseSalary","169927","AjaxItem"
"new grad","Title","169927","AjaxItem"
"10%","YearlyBonus","174178","AjaxItem"
"52k","SignBonus","174178","AjaxItem"
"112","Equity","174178","AjaxItem"
"117k","BaseSalary","174178","AjaxItem"
"Entry Level","Title","174178","AjaxItem"
"10%","YearlyBonus","174409","AjaxItem"
"0","SignBonus","174409","AjaxItem"
"0","Equity","174409","AjaxItem"
"90000","BaseSalary","174409","AjaxItem"
"Entry Level","Title","174409","AjaxItem"
"-","YearlyBonus","174401","AjaxItem"
"22000","SignBonus","174401","AjaxItem"
"53000/4yr","Equity","174401","AjaxItem"
"100000","BaseSalary","174401","AjaxItem"
"entry","Title","174401","AjaxItem"
"15%","YearlyBonus","174535","AjaxItem"
"没","SignBonus","174535","AjaxItem"
"115000","BaseSalary","174535","AjaxItem"
"software engineer","Title","174535","AjaxItem"
"250","Equity","174535","AjaxItem"
"10%","YearlyBonus","174538","AjaxItem"
"没","SignBonus","174538","AjaxItem"
"40000","Equity","174538","AjaxItem"
"115000","BaseSalary","174538","AjaxItem"
"MTS","Title","174538","AjaxItem"
"１５％","YearlyBonus","174599","AjaxItem"
"１０ｋ","SignBonus","174599","AjaxItem"
"１１０ｋ","BaseSalary","174599","AjaxItem"
"entry","Title","174599","AjaxItem"
"２５０","Equity","174599","AjaxItem"
"15%","YearlyBonus","166123","AjaxItem"
"15k","SignBonus","166123","AjaxItem"
"250 GSU","Equity","166123","AjaxItem"
"115k","BaseSalary","166123","AjaxItem"
"Software Engineer - New Grad","Title","166123","AjaxItem"
"No","YearlyBonus","175002","AjaxItem"
"2000","SignBonus","175002","AjaxItem"
"40000","Equity","175002","AjaxItem"
"98000","BaseSalary","175002","AjaxItem"
"Physical Design Engineer","Title","175002","AjaxItem"
"10%","YearlyBonus","175005","AjaxItem"
"5000","SignBonus","175005","AjaxItem"
"20000","Equity","175005","AjaxItem"
"93000","BaseSalary","175005","AjaxItem"
"Logic Modelling Engineer","Title","175005","AjaxItem"
"up to 20%","YearlyBonus","174537","AjaxItem"
"15000","SignBonus","174537","AjaxItem"
"50000","Equity","174537","AjaxItem"
"115000","BaseSalary","174537","AjaxItem"
"59","Title","174537","AjaxItem"
"20% target bonus","YearlyBonus","166555","AjaxItem"
"50000","SignBonus","166555","AjaxItem"
"40000 USD / year","Equity","166555","AjaxItem"
"165000","BaseSalary","166555","AjaxItem"
"Staff SDE","Title","166555","AjaxItem"
"","YearlyBonus","95624","AjaxItem"
"","SignBonus","95624","AjaxItem"
"","Equity","95624","AjaxItem"
"","BaseSalary","95624","AjaxItem"
"15%","YearlyBonus","170340","AjaxItem"
"20k","SignBonus","170340","AjaxItem"
"250 gsu","Equity","170340","AjaxItem"
"","Title","95624","AjaxItem"
"115k","BaseSalary","170340","AjaxItem"
"3","Title","170340","AjaxItem"
"Target bonus: 15% ($16,500)","YearlyBonus","166712","AjaxItem"
"$15,000","SignBonus","166712","AjaxItem"
"GSUs (first year grant): 150","Equity","166712","AjaxItem"
"$110,000","BaseSalary","166712","AjaxItem"
"entry-level","Title","166712","AjaxItem"
"25K","SignBonus","176009","AjaxItem"
"250","Equity","176009","AjaxItem"
"120K","BaseSalary","176009","AjaxItem"
"Test Engineer","Title","176009","AjaxItem"
"0","YearlyBonus","176558","AjaxItem"
"0","SignBonus","176558","AjaxItem"
"160k","Equity","176558","AjaxItem"
"140k","BaseSalary","176558","AjaxItem"
"SDE","Title","176558","AjaxItem"
"No","YearlyBonus","175407","AjaxItem"
"200K/4 year","Equity","175407","AjaxItem"
"20K ( 10K if accept before this Thursday)","SignBonus","175407","AjaxItem"
"130K","BaseSalary","175407","AjaxItem"
"SRE/Database","Title","175407","AjaxItem"
"N/A","YearlyBonus","171193","AjaxItem"
"30000","SignBonus","171193","AjaxItem"
"100000/4yrs","Equity","171193","AjaxItem"
"122500","BaseSalary","171193","AjaxItem"
"entry-level","Title","171193","AjaxItem"
"12000","YearlyBonus","176674","AjaxItem"
"20000","SignBonus","176674","AjaxItem"
"no","Equity","176674","AjaxItem"
"128,000","BaseSalary","176674","AjaxItem"
"SDE","Title","176674","AjaxItem"
"20% MAXIMUM","YearlyBonus","176503","AjaxItem"
"25000 RMB","SignBonus","176503","AjaxItem"
"10000dollers/4 year","Equity","176503","AjaxItem"
"29000*13 RMB","BaseSalary","176503","AjaxItem"
"SDE2","Title","176503","AjaxItem"
"15%","YearlyBonus","176791","AjaxItem"
"15000","SignBonus","176791","AjaxItem"
"320","Equity","176791","AjaxItem"
"135000","BaseSalary","176791","AjaxItem"
"T4","Title","176791","AjaxItem"
"15% target","YearlyBonus","172898","AjaxItem"
"15000","SignBonus","172898","AjaxItem"
"250","Equity","172898","AjaxItem"
"110000","BaseSalary","172898","AjaxItem"
"Entry","Title","172898","AjaxItem"
"10%","YearlyBonus","165167","AjaxItem"
"15000","SignBonus","165167","AjaxItem"
"100000 over four years","Equity","165167","AjaxItem"
"105000","BaseSalary","165167","AjaxItem"
"Software Engineer","Title","165167","AjaxItem"
"15%","YearlyBonus","175958","AjaxItem"
"10000","SignBonus","175958","AjaxItem"
"50000","Equity","175958","AjaxItem"
"110000","BaseSalary","175958","AjaxItem"
"Entry","Title","175958","AjaxItem"
"20000","SignBonus","173281","AjaxItem"
"250 RSU","Equity","173281","AjaxItem"
"15%","YearlyBonus","173281","AjaxItem"
"115000","BaseSalary","173281","AjaxItem"
"New Grad","Title","173281","AjaxItem"
"10% target","YearlyBonus","173697","AjaxItem"
"15000","SignBonus","173697","AjaxItem"
"180000/4yr","Equity","173697","AjaxItem"
"125000","BaseSalary","173697","AjaxItem"
"SDET","Title","173697","AjaxItem"
"Not Sure","YearlyBonus","175047","AjaxItem"
"24000+20000","SignBonus","175047","AjaxItem"
"125 RSU","Equity","175047","AjaxItem"
"110000","BaseSalary","175047","AjaxItem"
"SDE I","Title","175047","AjaxItem"
"105k","BaseSalary","176436","AjaxItem"
"entry","Title","176436","AjaxItem"
"15000","YearlyBonus","175391","AjaxItem"
"0","SignBonus","175391","AjaxItem"
"0","Equity","175391","AjaxItem"
"11000","BaseSalary","175391","AjaxItem"
"Assistant VP","Title","175391","AjaxItem"
"<h3 class=""flb""><em>提示信息</em><span><a href=""javascript:;"" class=""flbc"" onclick=""hideWindow('');"" title=""关闭"">关闭</a></span></h3>
<div class=""c altw"">
<div class=""alert_error"">抱歉，本帖要求阅读权限高于 80 才能浏览<script type=""text/javascript"" reload=""1"">if(typeof errorhandle_=='function') {errorhandle_('抱歉，本帖要求阅读权限高于 80 才能浏览', {'readperm':'80'});}</script></div>
</div>
<p class=""o pns"">
<button type=""button"" class=""pn pnc"" id=""closebtn"" onclick=""hideWindow('');""><strong>确定</strong></button>
<script type=""text/javascript"" reload=""1"">if($('closebtn')) {$('closebtn').focus();}</script>
</p>
","YearlyBonus","178740","AjaxItem"
"<h3 class=""flb""><em>提示信息</em><span><a href=""javascript:;"" class=""flbc"" onclick=""hideWindow('');"" title=""关闭"">关闭</a></span></h3>
<div class=""c altw"">
<div class=""alert_error"">抱歉，本帖要求阅读权限高于 80 才能浏览<script type=""text/javascript"" reload=""1"">if(typeof errorhandle_=='function') {errorhandle_('抱歉，本帖要求阅读权限高于 80 才能浏览', {'readperm':'80'});}</script></div>
</div>
<p class=""o pns"">
<button type=""button"" class=""pn pnc"" id=""closebtn"" onclick=""hideWindow('');""><strong>确定</strong></button>
<script type=""text/javascript"" reload=""1"">if($('closebtn')) {$('closebtn').focus();}</script>
</p>
","SignBonus","178740","AjaxItem"
"<h3 class=""flb""><em>提示信息</em><span><a href=""javascript:;"" class=""flbc"" onclick=""hideWindow('');"" title=""关闭"">关闭</a></span></h3>
<div class=""c altw"">
<div class=""alert_error"">抱歉，本帖要求阅读权限高于 80 才能浏览<script type=""text/javascript"" reload=""1"">if(typeof errorhandle_=='function') {errorhandle_('抱歉，本帖要求阅读权限高于 80 才能浏览', {'readperm':'80'});}</script></div>
</div>
<p class=""o pns"">
<button type=""button"" class=""pn pnc"" id=""closebtn"" onclick=""hideWindow('');""><strong>确定</strong></button>
<script type=""text/javascript"" reload=""1"">if($('closebtn')) {$('closebtn').focus();}</script>
</p>
","Equity","178740","AjaxItem"
"<h3 class=""flb""><em>提示信息</em><span><a href=""javascript:;"" class=""flbc"" onclick=""hideWindow('');"" title=""关闭"">关闭</a></span></h3>
<div class=""c altw"">
<div class=""alert_error"">抱歉，本帖要求阅读权限高于 80 才能浏览<script type=""text/javascript"" reload=""1"">if(typeof errorhandle_=='function') {errorhandle_('抱歉，本帖要求阅读权限高于 80 才能浏览', {'readperm':'80'});}</script></div>
</div>
<p class=""o pns"">
<button type=""button"" class=""pn pnc"" id=""closebtn"" onclick=""hideWindow('');""><strong>确定</strong></button>
<script type=""text/javascript"" reload=""1"">if($('closebtn')) {$('closebtn').focus();}</script>
</p>
","BaseSalary","178740","AjaxItem"
"<h3 class=""flb""><em>提示信息</em><span><a href=""javascript:;"" class=""flbc"" onclick=""hideWindow('');"" title=""关闭"">关闭</a></span></h3>
<div class=""c altw"">
<div class=""alert_error"">抱歉，本帖要求阅读权限高于 80 才能浏览<script type=""text/javascript"" reload=""1"">if(typeof errorhandle_=='function') {errorhandle_('抱歉，本帖要求阅读权限高于 80 才能浏览', {'readperm':'80'});}</script></div>
</div>
<p class=""o pns"">
<button type=""button"" class=""pn pnc"" id=""closebtn"" onclick=""hideWindow('');""><strong>确定</strong></button>
<script type=""text/javascript"" reload=""1"">if($('closebtn')) {$('closebtn').focus();}</script>
</p>
","Title","178740","AjaxItem"
"30K (avg) 11K (top 25%)","YearlyBonus","178689","AjaxItem"
"0","SignBonus","178689","AjaxItem"
"5200 initially","Equity","178689","AjaxItem"
"140K","BaseSalary","178689","AjaxItem"
"SDE 2","Title","178689","AjaxItem"
"0~100% * $138,000","YearlyBonus","178416","AjaxItem"
"0","SignBonus","178416","AjaxItem"
"2810, 分4年给哈，每年702.5股","Equity","178416","AjaxItem"
"$117,500","BaseSalary","178416","AjaxItem"
"Software Engineer 1","Title","178416","AjaxItem"
"10%","YearlyBonus","166588","AjaxItem"
"50000 USD","SignBonus","166588","AjaxItem"
"260000 USD / 4 years","Equity","166588","AjaxItem"
"150000","BaseSalary","166588","AjaxItem"
"4级","Title","166588","AjaxItem"
"n/a","YearlyBonus","175878","AjaxItem"
"22,000+22,000","SignBonus","175878","AjaxItem"
"55000","Equity","175878","AjaxItem"
"100,000","BaseSalary","175878","AjaxItem"
"SDE1","Title","175878","AjaxItem"
"NA","YearlyBonus","178267","AjaxItem"
"10k","SignBonus","178267","AjaxItem"
"650k","Equity","178267","AjaxItem"
"130k","BaseSalary","178267","AjaxItem"
"software engineer","Title","178267","AjaxItem"
"15%","YearlyBonus","178608","AjaxItem"
"50K","SignBonus","178608","AjaxItem"
"500","Equity","178608","AjaxItem"
"160K","BaseSalary","178608","AjaxItem"
"software engineer","Title","178608","AjaxItem"
"N/A","YearlyBonus","167515","AjaxItem"
"15K","SignBonus","167515","AjaxItem"
"6250","Equity","167515","AjaxItem"
"100K","BaseSalary","167515","AjaxItem"
"Member of technical stuff","Title","167515","AjaxItem"
"-","YearlyBonus","170963","AjaxItem"
"39000 1st year, 25000 2nd year","SignBonus","170963","AjaxItem"
"180","Equity","170963","AjaxItem"
"130000","BaseSalary","170963","AjaxItem"
"SDE II","Title","170963","AjaxItem"
"no","YearlyBonus","180746","AjaxItem"
"25k for first year, 22k second year","SignBonus","180746","AjaxItem"
"55k/4 years","Equity","180746","AjaxItem"
"105k","BaseSalary","180746","AjaxItem"
"sde 1(level 4)","Title","180746","AjaxItem"
"0","YearlyBonus","180856","AjaxItem"
"42000","SignBonus","180856","AjaxItem"
"53000","Equity","180856","AjaxItem"
"95000","BaseSalary","180856","AjaxItem"
"new grad","Title","180856","AjaxItem"
"N/A","YearlyBonus","180923","AjaxItem"
"$22000+$22000","SignBonus","180923","AjaxItem"
"$53000","Equity","180923","AjaxItem"
"$100000","BaseSalary","180923","AjaxItem"
"new grad SDE","Title","180923","AjaxItem"
"No","YearlyBonus","181183","AjaxItem"
"5K","SignBonus","181183","AjaxItem"
"八五折买股票","Equity","181183","AjaxItem"
"90K","BaseSalary","181183","AjaxItem"
"Software Engineer","Title","181183","AjaxItem"
"10%","YearlyBonus","180437","AjaxItem"
"10k","SignBonus","180437","AjaxItem"
"30k","Equity","180437","AjaxItem"
"115000","BaseSalary","180437","AjaxItem"
"entry-level","Title","180437","AjaxItem"
"10%","YearlyBonus","180875","AjaxItem"
"NA","SignBonus","180875","AjaxItem"
"NA","Equity","180875","AjaxItem"
"117500","BaseSalary","180875","AjaxItem"
"entry","Title","180875","AjaxItem"
"0","SignBonus","179267","AjaxItem"
"0","Equity","179267","AjaxItem"
"70,000","BaseSalary","179267","AjaxItem"
"Software Engineer I","Title","179267","AjaxItem"
"20%","YearlyBonus","182396","AjaxItem"
"40k","SignBonus","182396","AjaxItem"
"75k","Equity","182396","AjaxItem"
"135k","BaseSalary","182396","AjaxItem"
"senior software engineer","Title","182396","AjaxItem"
"10%","YearlyBonus","182471","AjaxItem"
"non","SignBonus","182471","AjaxItem"
"non","Equity","182471","AjaxItem"
"70000","BaseSalary","182471","AjaxItem"
"entry-level","Title","182471","AjaxItem"
"5000","YearlyBonus","182473","AjaxItem"
"non","SignBonus","182473","AjaxItem"
"non","Equity","182473","AjaxItem"
"90000","BaseSalary","182473","AjaxItem"
"entry-level","Title","182473","AjaxItem"
"0","YearlyBonus","182476","AjaxItem"
"0","SignBonus","182476","AjaxItem"
"0","Equity","182476","AjaxItem"
"70000","BaseSalary","182476","AjaxItem"
"Entry-Level","Title","182476","AjaxItem"
"10%","YearlyBonus","169967","AjaxItem"
"无","SignBonus","169967","AjaxItem"
"$30,000 (USD)","Equity","169967","AjaxItem"
"115k","BaseSalary","169967","AjaxItem"
"new grad","Title","169967","AjaxItem"
"第一年70k保底","YearlyBonus","168138","AjaxItem"
"26k","SignBonus","168138","AjaxItem"
"0","Equity","168138","AjaxItem"
"130k","BaseSalary","168138","AjaxItem"
"entry level","Title","168138","AjaxItem"
"11%","YearlyBonus","183010","AjaxItem"
"10000","SignBonus","183010","AjaxItem"
"440 RSU","Equity","183010","AjaxItem"
"119000","BaseSalary","183010","AjaxItem"
"Software Engineer 3","Title","183010","AjaxItem"
"10%","YearlyBonus","182697","AjaxItem"
"没写","SignBonus","182697","AjaxItem"
"30k/4y","Equity","182697","AjaxItem"
"115k","BaseSalary","182697","AjaxItem"
"new grad","Title","182697","AjaxItem"
"NA","YearlyBonus","183372","AjaxItem"
"4w/2","SignBonus","183372","AjaxItem"
"100","Equity","183372","AjaxItem"
"120000+","BaseSalary","183372","AjaxItem"
"SDE I","Title","183372","AjaxItem"
"-","YearlyBonus","182846","AjaxItem"
"20K","SignBonus","182846","AjaxItem"
"RSU 322K","Equity","182846","AjaxItem"
"120K","BaseSalary","182846","AjaxItem"
"SDE","Title","182846","AjaxItem"
"0","YearlyBonus","183922","AjaxItem"
"0","SignBonus","183922","AjaxItem"
"1w unit","Equity","183922","AjaxItem"
"New Grad","Title","183922","AjaxItem"
"10%","YearlyBonus","165183","AjaxItem"
"90000","BaseSalary","183922","AjaxItem"
"5000","SignBonus","165183","AjaxItem"
"None","Equity","165183","AjaxItem"
"60000","BaseSalary","165183","AjaxItem"
"entry level","Title","165183","AjaxItem"
"N/A","YearlyBonus","166472","AjaxItem"
"15k","SignBonus","166472","AjaxItem"
"6250","Equity","166472","AjaxItem"
"105k","BaseSalary","166472","AjaxItem"
"Entry Level Member of Technical Staff","Title","166472","AjaxItem"
"125000","BaseSalary","182398","AjaxItem"
"SDE","Title","182398","AjaxItem"
"raise instead of bonus","YearlyBonus","182168","AjaxItem"
"N/A","SignBonus","182168","AjaxItem"
"N/A","Equity","182168","AjaxItem"
"115k","BaseSalary","182168","AjaxItem"
"software engineer","Title","182168","AjaxItem"
"none","YearlyBonus","171321","AjaxItem"
"none","SignBonus","171321","AjaxItem"
"none","Equity","171321","AjaxItem"
"50/hour","BaseSalary","171321","AjaxItem"
"support 5","Title","171321","AjaxItem"
"10%","YearlyBonus","184934","AjaxItem"
"0","SignBonus","184934","AjaxItem"
"20000","Equity","184934","AjaxItem"
"105000","BaseSalary","184934","AjaxItem"
"Sr Search Analyst","Title","184934","AjaxItem"
"10%","YearlyBonus","176483","AjaxItem"
"1.5w","SignBonus","176483","AjaxItem"
"13w","Equity","176483","AjaxItem"
"114k","BaseSalary","176483","AjaxItem"
"new grad","Title","176483","AjaxItem"
"10%","YearlyBonus","184536","AjaxItem"
"0","SignBonus","184536","AjaxItem"
"1000","Equity","184536","AjaxItem"
"110000","BaseSalary","184536","AjaxItem"
"software engineer","Title","184536","AjaxItem"
"15%","YearlyBonus","167116","AjaxItem"
"20k","SignBonus","167116","AjaxItem"
"250 RSU","Equity","167116","AjaxItem"
"115k","BaseSalary","167116","AjaxItem"
"software engineer","Title","167116","AjaxItem"
"15%","YearlyBonus","184379","AjaxItem"
"20000","SignBonus","184379","AjaxItem"
"250","Equity","184379","AjaxItem"
"115000","BaseSalary","184379","AjaxItem"
"3","Title","184379","AjaxItem"
"20%","YearlyBonus","185226","AjaxItem"
"15000k","SignBonus","185226","AjaxItem"
"60k","Equity","185226","AjaxItem"
"106k","BaseSalary","185226","AjaxItem"
"Entry Level","Title","185226","AjaxItem"
"15%","YearlyBonus","166521","AjaxItem"
"20000","SignBonus","166521","AjaxItem"
"250","Equity","166521","AjaxItem"
"115k","BaseSalary","166521","AjaxItem"
"Software Engr","Title","166521","AjaxItem"
"NA","YearlyBonus","183923","AjaxItem"
"20K","SignBonus","183923","AjaxItem"
"645K","Equity","183923","AjaxItem"
"130K","BaseSalary","183923","AjaxItem"
"Software engineer","Title","183923","AjaxItem"
"10000","YearlyBonus","175518","AjaxItem"
"0","SignBonus","175518","AjaxItem"
"0","Equity","175518","AjaxItem"
"100000","BaseSalary","175518","AjaxItem"
"software developer","Title","175518","AjaxItem"
"没写","YearlyBonus","183325","AjaxItem"
"95000 / 2 Years","SignBonus","183325","AjaxItem"
"205 RSU","Equity","183325","AjaxItem"
"140000","BaseSalary","183325","AjaxItem"
"SDE2","Title","183325","AjaxItem"
